word,meaning,example
bag,"n. 袋；猎获物；（俚）一瓶啤酒,vt. 猎获；把…装入袋中；占据，私吞；使膨大,vi. 松垂",
fantasy,"n. 幻想；白日梦；幻觉,adj. 虚幻的,vt. 空想；想像,vi. 耽于幻想；奏幻想曲（等于phantasy）",
po,"abbr. 人事军官（Personnel Officer）；邮政汇票（postal order）；邮局（post office）,n. 波河",
letters,"n. [语] 字母；书信；读者投书栏（letter的复数）,v. 用字母标明；用印刷体写（letter的第三人称单数）",
motor,"n. 发动机，马达；汽车,adj. 汽车的；机动的,vi. 乘汽车,vt. 以汽车载运",
va,abbr. （美）维吉尼亚州（Virginia）；价值分析（Value Analysis）,
professor,n. 教授；教师；公开表示信仰的人,
context,n. 环境；上下文；来龙去脉,
install,vt. 安装；任命；安顿,
shirt,n. 衬衫；汗衫，内衣,
apparel,"n. 服装；衣服,vt. 给…穿衣",
generally,adv. 通常；普遍地，一般地,
continued,"adj. 继续的；持久的,v. 继续；逗留；维持原状（continue的过去分词）",
foot,"n. 脚；英尺；步调；末尾,vi. 步行；跳舞；总计,vt. 支付；给……换底,n. (Foot)人名；(英)富特",
mass,"n. 块，团；群众，民众；大量，众多；质量,adj. 群众的，民众的；大规模的，集中的,vi. 聚集起来，聚集,vt. 使集合",
crime,"n. 罪行，犯罪；罪恶；犯罪活动,vt. 控告……违反纪律",
count,"vt. 计算；认为,vi. 计数；有价值,n. 计数；计算；伯爵,n. (Count)人名；(法、德、南非)伯爵(欧洲贵族头衔)， 康特(人名)",
breast,"n. 乳房，胸部；胸怀；心情,vt. 以胸对着；与…搏斗",
techniques,n. 技术（technique的复数）；方法；技巧,
johnson,n. 约翰逊（姓氏）,
quickly,adv. 迅速地；很快地,
religion,n. 宗教；宗教信仰,
claim,"vi. 提出要求,vt. 要求；声称；需要；认领,n. 要求；声称；索赔；断言；值得",
driving,"adj. 强劲的；推进的；精力旺盛的,n. 驾驶；操纵,v. 驾驶（drive的ing形式）",
permission,n. 允许，许可,
surgery,n. 外科；外科手术；手术室；诊疗室,
patch,"n. 眼罩；斑点；碎片；小块土地,vt. 修补；解决；掩饰,vi. 打补丁,n. (Patch)人名；(英)帕奇",
heat,"n. 高温；压力；热度；热烈,vt. 使激动；把…加热",
wild,"adj. 野生的；野蛮的；狂热的；荒凉的,n. 荒野,adv. 疯狂地；胡乱地,n. (Wild)人名；(英)怀尔德；(法、德、葡、捷、匈)维尔德",
measures,"n. 措施；层组（measure的复数）,v. 测量（measure的单三形式）,n. (Measures)人名；(英)梅热斯",
generation,n. 一代；产生；一代人；生殖,
kansas,n. 堪萨斯州（美国州名）,
miss,"n. 女士，小姐，年轻未婚女子,vt. 错过，想念，缺（勤）",
chemical,"n. 化学制品，化学药品,adj. 化学的",
doctor,"vt. 修理；篡改，伪造；为…治病；授以博士学位,n. 医生；博士,vi. 就医；行医",
task,"vt. 分派任务,n. 工作，作业；任务",
reduce,"vt. 减少；降低；使处于；把…分解,vi. 减少；缩小；归纳为",
brought,v. 带来（bring的过去分词）,
himself,pron. 他自己；他亲自，他本人,
nor,"conj. 也不；也不是,adv. 也不；也没有,n. (Nor)人名；(中)挪(广东话·威妥玛)；(马来、俄)诺尔；(柬)诺",
component,"adj. 组成的，构成的,n. 成分；组件；[电子] 元件",
enable,vt. 使能够，使成为可能；授予权利或方法,
exercise,"n. 运动；练习；运用；操练；礼拜；典礼,vt. 锻炼；练习；使用；使忙碌；使惊恐,vi. 运动；练习",
bug,"n. 臭虫，小虫；故障；窃听器,vt. 烦扰，打扰；装窃听器,vi. 装置窃听器；打扰",
santa,n. 圣诞老人（等于Santa Claus）,
mid,"adj. 中间的；中央的,prep. 在…之中,n. (Mid)人名；(柬)米",
guarantee,"n. 保证；担保；保证人；保证书；抵押品,vt. 保证；担保",
leader,"n. 领导者；首领；指挥者,n. (Leader)人名；(英)利德",
diamond,"n. 钻石，金刚石；菱形；方块牌,adj. 菱形的；金刚钻的,n. (Diamond)人名；(英、意、葡)戴蒙德；(法)迪亚蒙",
israel,n. 以色列（亚洲国家）；犹太人，以色列人,
processes,"n. 过程；[计] 进程（process的复数）,v. 处理（process的第三人称单数形式）；加工",
soft,"adj. 软的，柔软的；温柔的，温和的；软弱的；笨的,adv. 柔软地；温和地,n. 柔性；柔软的东西；柔软部分",
alone,"adj. 独自的；单独的；孤独的,adv. 独自地；单独地",
seconds,n. 次级品，二等品,
jones,n. 琼斯（姓氏）,
arizona,n. 美国亚利桑那州,
interests,"n. 利益（interest的复数）；兴趣，爱好,v. 使…感兴趣（interest的第三人称单数形式）",
flight,"n. 飞行；班机；逃走,vt. 射击；使惊飞,vi. 迁徙,n. (Flight)人名；(英)弗莱特",
congress,n. 国会；代表大会；会议；社交,
fuel,"vi. 得到燃料,vt. 供以燃料，加燃料,n. 燃料；刺激因素",
username,n. 由字母或数字组成的用户名称，以标明用户的身份,
walk,"n. 步行，走；散步,vt. 散步；走过,vi. 走，步行；散步,n. (Walk)人名；(德、葡)瓦尔克；(英)沃克",
fuck,"n. 性交；杂种；一丁点儿,vt. 与...性交；诅咒；欺骗,vi. 性交；鬼混,int. 他妈的,n. (Fuck)人名；(德)富克",
produced,"v. 产生；制造（produce的过去式和过去分词）；创作,adj. 引长的；畸形地伸长的",
paperback,"n. 平装本；廉价本,vt. 以平装本出版,adj. 纸面装订的；纸面平装本书籍的",
wait,"vt. 等候；推迟；延缓,vi. 等待；耽搁；伺候用餐,n. 等待；等候,n. (Wait)人名；(英)韦特；(捷)魏特",
supported,"adj. 被支持的,v. 支持（support的过去分词）",
pocket,"n. 口袋；钱；容器,vt. 隐藏；忍受；将…放入衣袋,vi. 形成袋或囊,adj. 小型的，袖珍的；金钱上的",
saint,"n. 圣人；圣徒；道德崇高的人,adj. 神圣的,vt. 成为圣徒",
rose,"n. 玫瑰；粉红色；蔷薇（花）；粉红色的葡萄酒,adj. 玫瑰花的；玫瑰色的；粉红色的；带有玫瑰香味的,vt. 使成玫瑰色，使（面颊）发红；使有玫瑰香味,vi. 起义( rise的过去式)；升起；（数量）增加；休会",
freedom,"n. 自由，自主；直率,n. (Freedom)人名；(英)弗里德姆",
argument,n. 论证；论据；争吵；内容提要,
competition,n. 竞争；比赛，竞赛,
creating,"adj. 生成的,vt. 创造（create的现在分词）",
jim,n. 吉姆（人名）,
drugs,n. 毒品，[药] 药物,
joint,"n. 关节；接缝；接合处，接合点；（牛，羊等的腿）大块肉,adj. 共同的；连接的；联合的，合办的,vt. 连接，贴合；接合；使有接头,vi. 贴合；生节,n. (Joint)人名；(法)茹安",
premium,"n. 额外费用；奖金；保险费;(商)溢价,adj. 高价的；优质的",
providers,n. 供应商（provider的复数形式）,
fresh,"adj. 新鲜的；清新的；淡水的；无经验的,n. 开始；新生；泛滥,adv. 刚刚，才；最新地",
characters,"n. 特性；人物角色（character复数）,v. 描述（character的三单形式）；表示…的特性",
attorney,n. 律师；代理人；检察官,
upgrade,"vt. 使升级；提升；改良品种,n. 升级；上升；上坡,adv. 往上,adj. 向上的",
factor,"n. 因素；要素；[物] 因数；代理人,vi. 做代理商,vt. 把…作为因素计入；代理经营；把…分解成,n. (Factor)人名；(英)法克特",
growing,"adj. 发展的；成长的,v. 生长（grow的ing形式）",
stream,"n. 溪流；流动；潮流；光线,vi. 流；涌进；飘扬,vt. 流出；涌出；使飘动",
pick,"vi. 挑选；采摘；挖,vt. 拾取；精选；采摘；掘,n. 选择；鹤嘴锄；挖；掩护,n. (Pick)人名；(英、法、德、捷、匈、瑞典)皮克",
hearing,"n. 听力；审讯，听讯,v. 听见（hear的ing形式）,n. (Hearing)人名；(英)希尔林",
eastern,"adj. 东方的；朝东的；东洋的,n. 东方人；（美国）东部地区的人",
therapy,n. 治疗，疗法,
entries,n. 进入；（词典所列的）词目（entry的复数形式）,
generated,"adj. 生成的；发生的,v. （使）产生（generate的过去分词）",
upper,"adj. 上面的，上部的；较高的,n. (Upper)人名；(英)厄珀",
administrative,adj. 管理的，行政的,
serious,adj. 严肃的，严重的；认真的；庄重的；危急的,
prime,"adj. 主要的；最好的；基本的,adv. 极好地,n. 初期；青年；精华；全盛时期,vt. 使准备好；填装,vi. 作准备,n. (Prime)人名；(英)普赖姆；(德)普里梅",
limit,"n. 限制；限度；界线,vt. 限制；限定",
began,"v. 开始；创建；着手于（begin的过去式）,n. (Began)人名；(塞)贝甘",
louis,n. 路易斯（男子名）,
errors,n. 误差；错误；差错（error的复数）,
bondage,n. 奴役，束缚；奴役身份,
del,"n. 删除文件；[数] 倒三角形,n. (Del)人名；(匈)戴尔；(柬)德",
efforts,n. 努力；转向力（effort的复数）,
informed,"adj. 消息灵通的；见多识广的,v. 通知；使了解；提供资料（inform的过去分词）",
ac,abbr. 阿森松岛（Ascension Island）,
thoughts,n. 思想；想法（thought的复数）；思维,
creek,n. 小溪；小湾,
worked,"adj. 处理过的；制造好的；耕种过的,v. 工作（work的过去式和过去分词）",
quantity,n. 量，数量；大量；总量,
urban,"adj. 城市的；住在都市的,n. (Urban)人名；(西)乌尔万；(斯洛伐)乌尔班；(德、俄、罗、匈、塞、波、捷、瑞典、意)乌尔班；(英)厄本；(法)于尔邦",
practices,"n. 实践（practice的复数）；练习,v. 练习（practice的第三人称单数形式）",
sorted,"adj. 分类的；分选的；挑选的,v. [计] 分类（sort的过去分词）",
reporting,"n. 报告；报导,adj. 报告的",
essential,"adj. 基本的；必要的；本质的；精华的,n. 本质；要素；要点；必需品",
myself,pron. 我自己；我亲自；我的正常的健康状况和正常情绪,
tours,n. 图尔斯（姓氏）；图尔市（法国城市名）,
platform,n. 平台；月台，站台；坛；讲台,
load,"n. 负载，负荷；工作量；装载量,vi. [力] 加载；装载；装货,vt. 使担负；装填",
affiliate,"n. 联号；隶属的机构等,vt. 使附属；接纳；使紧密联系,vi. 参加，加入；发生联系",
labor,"n. 劳动；工作；劳工；分娩,vi. 劳动；努力；苦干,vt. 详细分析；使厌烦,n. (Labor)人名；(德、塞、法)拉博尔；(英)拉博",
immediately,"adv. 立即，立刻；直接地,conj. 一…就",
admin,abbr. 管理，行政（administration）,
nursing,"n. 护理；看护；养育,v. 看护；养育（nurse的ing形式）",
defense,"n. 防卫，防护；防御措施；防守,vt. 谋划抵御",
machines,"n. [机] 机器；机械（machine的复数）,v. 以机器制造（machine的第三人称单数形式）",
designated,adj. 指定的；特指的,
tags,"n. 标签；（机动车）牌照；称呼（tag的复数）,v. 附加；加标签于；给…起绰号（tag的单三形式）",
heavy,"adj. 沉重的；繁重的，巨大的；拥挤的；阴沉的,n. 重物；严肃角色,adv. 大量地；笨重地",
covered,"adj. 覆盖了的；隐蔽着的；有屋顶的,v. 覆盖；包括；掩护（cover的过去分词）",
recovery,n. 恢复，复原；痊愈；重获,
joe,n. 乔（男子名）,
integrated,"adj. 综合的；完整的；互相协调的,v. 整合；使…成整体（integrate的过去分词）",
configuration,n. 配置；结构；外形,
cock,"n. 公鸡；龙头；雄鸟；头目,vt. 使竖起；使耸立；使朝上,vi. 翘起；竖起；大摇大摆,n. (Cock)人名；(英、西、瑞典)科克",
merchant,"n. 商人，批发商；店主,adj. 商业的，商人的,n. (Merchant)人名；(英)麦钱特",
comprehensive,"adj. 综合的；广泛的；有理解力的,n. 综合学校；专业综合测验",
expert,"adj. 熟练的；内行的；老练的,n. 专家；行家；能手,vt. 当专家；在…中当行家,n. (Expert)人名；(法)埃克斯佩",
universal,"adj. 普遍的；通用的；宇宙的；全世界的；全体的,n. 一般概念；普通性",
protect,vt. 保护，防卫；警戒,
drop,"vt. 滴；使降低；使终止；随口漏出,vi. 下降；终止,n. 滴；落下；空投；微量；滴剂",
solid,"adj. 固体的；可靠的；立体的；结实的；一致的,n. 固体；立方体,n. (Solid)人名；(瑞典)索利德",
presentation,n. 展示；描述，陈述；介绍；赠送,
languages,n. 语系，语种；语言文字（language复数）,
became,v. 变得（become的过去式）,
orange,"adj. 橙色的；橘色的,n. 橙；橙色；桔子,n. (Orange)人名；(英)奥林奇；(法)奥朗热",
compliance,n. 顺从，服从；承诺,
vehicles,n. [车辆] 车辆（vehicle的复数形式）；交通工具,
prevent,"vt. 预防，防止；阻止,vi. 妨碍，阻止",
theme,"n. 主题；主旋律；题目,adj. 以奇想主题布置的",
rich,"adj. 富有的；肥沃的；昂贵的,adj. 油腻的，含有很多脂肪,n. (Rich)人名；(丹)里克；(捷)里赫；(英、西)里奇；(葡、法)里什",
campaign,"vi. 作战；参加竞选；参加活动,n. 运动；活动；战役",
marine,"adj. 船舶的；海生的；海产的；航海的，海运的,n. 海运业；舰队；水兵；（海军）士兵或军官,n. (Marine)人名；(西)马里内；(英)马林",
improvement,n. 改进，改善；提高,
guitar,"n. 吉他，六弦琴,vi. 弹吉他",
finding,"n. 发现；裁决；发现物,v. 找到；感到（find的ing形式）；遇到",
pennsylvania,n. 宾夕法尼亚州（美国州名）,
examples,"n. 例子；列证（example的复数形式）,v. 举例说明；作出榜样（example的第三人称单数形式）",
ipod,n. 苹果公司音乐播放器,
saying,"n. 话；谚语；言论,v. 说（say的ing形式）",
spirit,"n. 精神；心灵；情绪；志气；烈酒,vt. 鼓励；鼓舞；诱拐",
claims,"n. 要求，请求权；[贸易] 索赔（claim的复数形式）；债权；[法] 权利要求,v. 要求；主张（claim的第三人称单数形式）",
porno,"n. 色情（书刊、电影等，等于pornography）,adj. 色情的（等于pornographic）",
challenge,"n. 挑战；怀疑,vt. 向…挑战；对…质疑",
motorola,n. 摩托罗拉（美国主营电子的公司）,
acceptance,n. 接纳；赞同；容忍,
mo,"abbr. 方式（Modus Operandi）；卫生干事，卫生管员（Medical Officer）；邮购（Mail Order）；邮政汇票（Money Order）,n. (Mo)人名；(日)茂(姓)；(意、缅、瑞典)莫",
seem,"vi. 似乎；像是；装作,n. (Seem)人名；(英)西姆",
touch,"vt. 接触；触动；使轻度受害,vi. 触摸；涉及；接近；提到,n. 接触；触觉；格调；少许,n. (Touch)人名；(柬)杜；(英)陶奇",
intended,"adj. 故意的，有意的；打算中的,n. 已订婚者,v. 打算；准备（intend的过去分词）",
